RowNumber,Hatespeech,ResponseText,TrueLabel,PredictedLabel,Status,Reason
375,Islam ideology profess hate and violence and oppress women and people with a different sexual orientation.,2111 let’s just appreciate how they always manage to put a smile on our faces whenever we feel negative,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
376,Muslims do not have nothing useful that can enrich our culture.,you hit the nail on the head with the feeling guilty for being white thing i think that’s why so many people are afraid to open their eyes to racism because they just think “well i’m not gonna be guilty for being white” when in reality you don’t need to feel any guilt as long as you’re not racist you just need to acknowledge that it’s there and has been there very informative video,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
377,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",This is not true. How can you say this about an entire faith?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
378,"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.",anyone else getting ultimate spiderman vibes from the artwork,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
379,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.",My dentist told me the Quran says: 'GOD does not love the aggressors.'?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
380,Islam is just a moon cult masquerading as a religion.,"Yes, a 'moon cult' that has been around for thousands of years, has holy books, formed the basis for many early and modern societies. Sounds a lot like any other real religion to me?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
381,Muslims cannot add any value to our culture.,"Muslims have an excellent academic record, with many well-known Doctors and Professors.",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
382,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.",another great video two thumbs up i know little to nothing about about motorcycle riding nevertheless the gcn team once again has brought another layer to overall world of cycling which for me makes even more interesting wishing the best for scott his team,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
383,It is strange how now the majority of 'Easter Eggs' are named 'Chocolate Eggs'. Maybe this change happened because of the Muslims in our country? The companies do not respect our culture!,"I thought the association of Eggs with the celebration of Easter originally derived from Pagan, pre-Christian practices?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
384,No religion claims to be the 'religion of peace' more than Islam. I wonder why they need to keep repeating this?,i really miss the times where you would do butcher farms and stuff and i look forward to seeing it again cuz tbh some ppl just came here because you used to do things more differently and when you stopped doing that it got just a bit more boring maybe you can do a week for a farm theme and the other week for this theme this is just a suggestion but ik ur working hard to make us happy so keep up the good work,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
385,Appeasement to Islam and Muslims is a mental illness. It is a fact.,"Peace, tolerance, unity, community, cooperation, being neighbourly, are they mental illness too?",1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
386,"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",id love to know how many people have bought rust based on how fucking funny your videos are i dont know how you find all these characters but they are all amazing,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
387,Islam=evil. Islam is invading us and trying to take over countries. It does not follow the scriptures that say 'you shall not envy anyone anything' Stop islam!,plot twist hes filming this in class and the teacher is waiting for him to finish before sending him to detention,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
388,"We cannot build churches in islamic countries, why we should permit Muslims to build mosques in our countries?",the fact that i watched all the makeup tutorial without getting bored is unbelievable i love how she’s so natural and simple her accent is so beautiful she reminds me of a disney character’s love you and keep on,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
389,"Islam controls people and does not permit anyone to express their imagination. This happens because all that Muslims need is their holy book, the Quran.",i just graduated with honors in computer science in september and i already landed a really cool software engineering job at a big and prestigious tech company so excited,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
390,Islam is a just a repressive ideology that persecutes women and gay people.,this is so informative ive been a little on the fence about getting into cs but i love how challenging it is this video really helped answer alot of question i had i cannot thank you enough,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
391,"I think that unfamilarity with Islam is wit, not xenophobia. How can we be defined islamophobic, if we are in contrast with an ideology?",Yes you can. Bigotry is bigotry.,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
392,Using violence to punish another person? Sounds like a muslim issue.,Why is this a muslim issue? A faith of 1.6 billion all violent?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
393,"Some Muslims might not be involved in assaults but the basis of their religion is jihad, and they all support it. Islam in all its parts have Sharia law, and so all Muslims are extremists.",surely corner taken quickly should be up there too on the other hand its refreshing to not see federer this federer that when it comes to tennis,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
394,"Nowadays the big problem in London is the presence of muslims, they must go away!",well done hamza you helped a lot of guys respect,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
395,"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence.",why dont we have these mixes on spotifyamazon music,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
396,"If I cannot go to their countries and build a church, why should they come to our countries and build mosques?",Because we believe in freedom of religion here. Why should it bother anyone else for Muslims to practice their faith peacefully alongside others?,1,1,Correct,OK (Detected COUNTERSPEECH in 'COUNTERSPEECH')
397,"All the Muslims should have been punished for yesterday, not only a few. Citizen will take action if the government does not do anything.",bless your soul man you are a time saver rather than doing a time consuming note reading i just listen to you and its already summarized,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
398,If the Koran was published today it would be banned as hate speech.,me mastering that cooking game in hours also me still sucking to cook in real life,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
399,All Muslims are incompatible with any Western society.,the new dont explode looks so much better already even you have came a long way with pixel art and animation youre doing a great job,0,0,Correct,OK (Detected NORMAL in 'NORMAL')
